Company Name,Rating,Review Count,Company Type,Headquarters,Company Age,Number of Employees
Cotecna Inspection India,3.8,52 Reviews,,Geneva + 13 more,46 years old,
Premier Irrigation Adrit...,3.3,52 Reviews,Private,Pial + 14 more,55 years old,1-50 employees
Zenith Precision,3.9,52 Reviews,,Bengaluru,34 years old,501-1000 employees
Hombale Constructions an...,4.5,52 Reviews,,Bangalore + 2 more,13 years old,201-500 employees
Jitm Skills,3.3,52 Reviews,,New Delhi + 8 more,7 years old,
Ven Consulting,2.9,52 Reviews,Private,Banglore + 5 more,10 years old,
Devgiri Forgings,3.6,52 Reviews,,Mumbai + 4 more,,
Nehru Yuva Kendra Sangat...,4.3,52 Reviews,,New Delhi + 21 more,48 years old,
Rajan Technocast,3.5,52 Reviews,,Rajkot + 1 more,28 years old,
Gemini Edibles & Fats In...,4.0,52 Reviews,Public,Hyderabad + 6 more,10 years old,201-500 employees
E2E Networks,3.5,52 Reviews,Private,Faridabad + 4 more,11 years old,51-200 employees
GODREJ AND BOYCE MFG. CO...,4.2,52 Reviews,,Mumbai + 13 more,123 years old,10000+ employees
D A V School,4.0,52 Reviews,Private,Chamba + 22 more,,1-50 employees
Geometric,3.7,51 Reviews,Public,Mumbai + 1 more,26 years old,10000+ employees
Kingfisher Airlines,4.0,51 Reviews,Public,Mumbai + 14 more,,1001-5000 employees
Hindustan Dorr Oliver,3.5,51 Reviews,Private,Mumbai + 4 more,108 years old,501-1000 employees
IBM Info Services,3.3,51 Reviews,Private,Chennai + 15 more,21 years old,10000+ employees
Honeywell International ...,3.9,51 Reviews,,Charlotte + 8 more,,
Consulting Engineering S...,4.3,51 Reviews,Private,New Delhi + 16 more,,1001-5000 employees
Gateway TechnoLabs,3.1,51 Reviews,Private,Zoetermeer + 4 more,23 years old,1001-5000 employees
vCentric Technologies,3.6,51 Reviews,,Hyderabad + 7 more,15 years old,201-500 employees
Visteon Technical and Se...,4.0,51 Reviews,,Bengaluru + 2 more,,
Keltron,3.7,51 Reviews,Private,Thiruvananthapuram + 6 more,47 years old,5001-10000 employees
Fidelity International,4.0,51 Reviews,Private,London + 3 more,51 years old,201-500 employees
Saggezza,3.6,51 Reviews,Private,Chicago + 5 more,17 years old,501-1000 employees
IKF Technologies,3.4,51 Reviews,Public,Kolkata,20 years old,5001-10000 employees
Infibeam,3.2,51 Reviews,Private,Ahmedabad + 4 more,13 years old,501-1000 employees
Indraprastha Apollo Hosp...,4.2,51 Reviews,,Delhi NCR + 2 more,,
TSR Darashaw,3.3,51 Reviews,Private,Mumbai + 6 more,94 years old,201-500 employees
Lycatel BPO,3.4,51 Reviews,Private,London,14 years old,5001-10000 employees
VWR International,4.1,51 Reviews,Private,"Radnor,PA",16 years old,10000+ employees
Lanco Amarkantak Power,4.2,51 Reviews,,Gurgaon + 2 more,19 years old,1001-5000 employees
Khivraj Motors,4.0,51 Reviews,Private,Chennai + 3 more,59 years old,201-500 employees
Basware,3.4,51 Reviews,Private,Espoo,35 years old,1001-5000 employees
IOT Anwesha Engineering ...,4.0,51 Reviews,Private,Vadodara + 6 more,24 years old,201-500 employees
Bull Machines,3.7,51 Reviews,,Coimbatore + 10 more,58 years old,
Redington Gulf,3.5,51 Reviews,,Dubai,,1001-5000 employees
Harsco,4.0,51 Reviews,Private,Camp Hill + 3 more,167 years old,10000+ employees
Regenersis,3.9,51 Reviews,Private,Bangalore + 9 more,19 years old,10000+ employees
Acg Pam Pharma Technolog...,4.4,51 Reviews,,Satara + 2 more,,
Black & Veatch,4.3,51 Reviews,Private,Overland Park + 1 more,105 years old,1001-5000 employees
Hotel The Royal Plaza,3.8,51 Reviews,Private,New Delhi + 2 more,51 years old,501-1000 employees
Ozone Overseas,4.0,51 Reviews,,New Delhi + 11 more,20 years old,201-500 employees
Petronet LNG,4.5,51 Reviews,Public,New Delhi + 3 more,22 years old,201-500 employees
SPRAY ENGINEERING DEVICE...,4.1,51 Reviews,,Mohali + 2 more,28 years old,1001-5000 employees
Capital Float,3.9,51 Reviews,,Bangalore + 14 more,7 years old,501-1000 employees
Smith & Nephew Healthcar...,3.2,51 Reviews,Private,Mumbai + 9 more,,
Mansukh Securities & Fin...,3.5,51 Reviews,Private,New Delhi + 7 more,32 years old,201-500 employees
Jehangir Hospital,4.0,51 Reviews,,Pune + 1 more,74 years old,
Saurashtra Chemicals,4.2,51 Reviews,Public,Jamnagar + 1 more,,51-200 employees
Deluxe Entertainment,3.4,51 Reviews,Private,Burbank,105 years old,
Hindustan Platinum,3.6,51 Reviews,Private,Mumbai + 6 more,59 years old,201-500 employees
Lubi Industries Llp,4.3,51 Reviews,Private,Ahmedabad + 11 more,55 years old,1001-5000 employees
Aasaanjobs.com,3.9,51 Reviews,,Mumbai + 5 more,6 years old,201-500 employees
Laxmi Remote India,3.9,51 Reviews,,Noida + 2 more,25 years old,1001-5000 employees
Vikram Sarabhai Space Ce...,4.6,51 Reviews,,Thiruvananthapuram,58 years old,201-500 employees
Axis Clinicals,4.0,51 Reviews,Private,Hyderabad + 1 more,16 years old,201-500 employees
Hindustan Steelworks Con...,3.6,51 Reviews,Private,P 34A GARIAHAT ROAD SOUTH   KOLKATAKolkataIN700031 + 9 more,56 years old,10000+ employees
Rajashree Polyfil,4.2,51 Reviews,,Bharuch + 2 more,,
Cadmaxx Solutions,3.5,51 Reviews,,Bangalore + 2 more,16 years old,
Affluent Global Services,3.1,51 Reviews,,Hyderabad + 1 more,8 years old,
Anglo-French Drugs & Ind...,3.8,51 Reviews,Private,Bangalore + 11 more,97 years old,501-1000 employees
Indorama,4.1,51 Reviews,Private,Chandigarh + 10 more,45 years old,10000+ employees
VRC Constructions India,4.0,51 Reviews,,Barnala + 9 more,,
Pentagon System and Serv...,4.1,51 Reviews,Private,Mumbai + 14 more,26 years old,501-1000 employees
Ascendum KPS,3.8,51 Reviews,Private,Cincinnati + 2 more,19 years old,501-1000 employees
PAVIT CERAMICS ( P),3.5,51 Reviews,Private,Ahmedabad + 16 more,20 years old,
e-mug Technologies,3.3,51 Reviews,Private,Hyderabad + 5 more,19 years old,51-200 employees
Smilax Laboratories,3.9,51 Reviews,,Hyderabad,15 years old,201-500 employees
Edwise International,3.8,51 Reviews,Private,Mumbai + 10 more,29 years old,1-50 employees
Jamboree Education,3.9,51 Reviews,Private,New Delhi + 12 more,27 years old,201-500 employees
Veritas Finance,4.4,51 Reviews,Private,Chennai + 18 more,5 years old,1001-5000 employees
Sj Contracts,4.2,51 Reviews,Private,Pune,,
Suhail Bahwan Group,3.9,51 Reviews,Private,Muscat + 8 more,55 years old,10000+ employees
Village Financial Servic...,3.8,51 Reviews,Private,Kolkata + 12 more,15 years old,51-200 employees
Pai International Electr...,4.1,51 Reviews,,Bangalore + 6 more,20 years old,
Azad Engineering,4.2,51 Reviews,Private,Hyderabad + 3 more,37 years old,
Integrated Cleanroom Tec...,4.2,51 Reviews,,Hyderabad + 1 more,17 years old,
Pathcare Labs,3.5,51 Reviews,,Hyderabad + 15 more,13 years old,
Sembcorp Marine,4.1,51 Reviews,Private,Singapore + 1 more,57 years old,
Al Gihaz Holding,4.2,51 Reviews,Private,Riyadh + 2 more,,1001-5000 employees
Ardom Telecom,3.8,51 Reviews,,Gurgaon + 7 more,11 years old,
J G Hosiery,3.3,51 Reviews,Private,Pune + 5 more,,1-50 employees
Ramee Group of Hotels,3.5,51 Reviews,Private,Dubai + 5 more,35 years old,10000+ employees
Sanjivani Credit co Opra...,4.5,51 Reviews,,Mumbai + 16 more,,
Om Telecom Logistics,4.0,51 Reviews,,Ambala + 21 more,,
Oneindia BSC,3.7,51 Reviews,Private,Bengaluru,5 years old,201-500 employees
P N Gadgil Jewellers,3.8,51 Reviews,Private,Pune + 12 more,188 years old,
Polmon Instruments,3.4,51 Reviews,Private,Hyderabad,28 years old,51-200 employees
Tuaman Engineering,3.5,51 Reviews,Private,Kolkata + 4 more,13 years old,501-1000 employees
AABSyS IT,3.7,51 Reviews,Private,Bhubaneswar + 1 more,22 years old,201-500 employees
Mayasheel Retail Llp,4.2,51 Reviews,,Ghaziabad + 16 more,,
Srinivasa Sales & Servic...,3.1,51 Reviews,,Guntur + 6 more,,201-500 employees
Sterling Oil Exploration...,3.0,51 Reviews,,Mumbai + 3 more,,
uFaber,3.8,51 Reviews,Private,Mumbai + 6 more,7 years old,1-50 employees
Prasad & Company,3.8,51 Reviews,,Bhopal + 11 more,,
Newtech Medical Devices,4.4,51 Reviews,,Bhopal + 4 more,,51-200 employees
Brillio Technologies,3.2,51 Reviews,,Pune + 1 more,,
MIC Electronics,3.7,50 Reviews,Public,Hyderabad + 15 more,32 years old,51-200 employees
Ogilvy & Mather,4.2,50 Reviews,Private,New York + 7 more,73 years old,10000+ employees
Virtusa Software Service...,3.8,50 Reviews,,Southborough + 3 more,,
SAMSUNG C&T,4.4,50 Reviews,,Songpa-gu + 3 more,,
Geojit Bnp Paribas Finan...,3.7,50 Reviews,,Kochi + 25 more,,10000+ employees
Axis Sales,4.1,50 Reviews,,Mumbai + 24 more,,
Dotsquares,3.2,50 Reviews,Private,Albourne,18 years old,201-500 employees
Accountant Anywhere Serv...,3.5,50 Reviews,,Thane + 23 more,,
Destimoney Securities,3.2,50 Reviews,,Mumbai + 18 more,14 years old,
Safran Engineering Servi...,3.0,50 Reviews,Private,Blagnac,15 years old,1001-5000 employees
Thoughtfocus Technologie...,3.1,50 Reviews,,Bengaluru + 1 more,,
Lobo Staffing Solutions,4.0,50 Reviews,Private,Mumbai + 14 more,17 years old,
BookMyShow,3.7,50 Reviews,Private,Mumbai + 9 more,21 years old,501-1000 employees
Emerson Innovation Cente...,3.9,50 Reviews,,Gurgaon,,
Technicolor,4.1,50 Reviews,Private,Bengaluru + 1 more,105 years old,10000+ employees
Viteos Capital Market Se...,3.2,50 Reviews,Private,New York + 1 more,17 years old,
Tantia Constructions,3.5,50 Reviews,Public,Kolkata + 4 more,56 years old,201-500 employees
Entertainment Network In...,4.2,50 Reviews,Public,Ahmedabad + 20 more,,
Invenio Business Solutio...,3.4,50 Reviews,Private,Reading + 5 more,14 years old,201-500 employees
NaviSite,3.4,50 Reviews,Private,Andover,23 years old,501-1000 employees
Intec Capital,4.3,50 Reviews,Public,New Delhi + 9 more,26 years old,51-200 employees
Gokaldas Images,3.5,50 Reviews,,Coimbatore + 2 more,,
Karnataka Bank,3.6,50 Reviews,Public,Mangalore + 19 more,96 years old,5001-10000 employees
STJ Electronics,4.0,50 Reviews,,New Delhi + 5 more,36 years old,201-500 employees
Tatvasoft,4.0,50 Reviews,Private,Ahmedabad,19 years old,201-500 employees
EASTMAN EXPORTS GLOBAL C...,4.2,50 Reviews,,Tirpur + 3 more,37 years old,
Techno Electronics,3.7,50 Reviews,Private,Habsiguda + 15 more,,201-500 employees
SMERA Ratings,2.9,50 Reviews,Private,Mumbai + 12 more,15 years old,201-500 employees
Softtech Engineers,3.5,50 Reviews,Public,Pune + 14 more,24 years old,201-500 employees
PCI,4.0,50 Reviews,Private,New Delhi + 15 more,72 years old,1001-5000 employees
Tafe Access,3.9,50 Reviews,Private,Chennai + 5 more,,10000+ employees
ETA General,3.7,50 Reviews,,Chennai + 16 more,,201-500 employees
Involute Technologies,3.9,50 Reviews,Private,Pune + 2 more,38 years old,1001-5000 employees
Kazstroy Services,4.4,50 Reviews,Private,Almaty + 8 more,19 years old,10000+ employees
Emerald Jewel Industry I...,4.0,50 Reviews,Public,Coimbatore + 4 more,36 years old,1001-5000 employees
Mukand Engineers,3.7,50 Reviews,Public,Jaipur + 12 more,,
Krishidhan Seeds,4.0,50 Reviews,Private,Indore + 12 more,24 years old,501-1000 employees
XM Software Solutions,4.2,50 Reviews,Private,"Kochi,India + 2 more",,501-1000 employees
TechNova Imaging Systems,4.4,50 Reviews,Contract,Mumbai + 7 more,49 years old,1-50 employees
Madras Medical Mission,4.3,50 Reviews,Private,Chennai + 2 more,38 years old,1001-5000 employees
Alchemy Techsol India,3.6,50 Reviews,Private,Bangalore + 9 more,5 years old,
Cambridge International ...,4.3,50 Reviews,Private,Nawanshahr + 15 more,,201-500 employees
Lot Mobiles,3.7,50 Reviews,Private,Hyderabad + 12 more,,501-1000 employees
99acres,4.0,50 Reviews,Private,Noida + 9 more,15 years old,5001-10000 employees
Psychotropics India,4.1,50 Reviews,,Faridabad + 1 more,,501-1000 employees
Schawk,3.9,50 Reviews,Private,Des Plaines,67 years old,1001-5000 employees
WHSmith,3.9,50 Reviews,Private,Swindon + 8 more,228 years old,10000+ employees
TOPSGRUP,2.8,50 Reviews,Public,Mumbai + 9 more,50 years old,10000+ employees
Poorvika Mobiles,4.3,50 Reviews,,Chennai + 7 more,16 years old,
PSG Hospitals,3.9,50 Reviews,,Tamil Nadu + 3 more,94 years old,
Janatics India,4.2,50 Reviews,Private,Coimbatore + 12 more,,1001-5000 employees
Precot Meridian,4.0,50 Reviews,Public,Coimbatore + 4 more,58 years old,1001-5000 employees
Prumatech Services,4.0,50 Reviews,,Chennai + 4 more,24 years old,
KDDL,3.9,50 Reviews,Public,Chandigarh + 5 more,37 years old,1001-5000 employees
Radiate E Services,3.0,50 Reviews,,Noida,9 years old,501-1000 employees
Jindal ITF,4.2,50 Reviews,Private,New Delhi + 10 more,13 years old,201-500 employees
Smart Drive Systems,3.9,50 Reviews,Private,San Diego,16 years old,51-200 employees
Harvest Gold Industries,3.5,50 Reviews,,New Delhi + 9 more,,
Sampark Logistics,3.1,50 Reviews,Private,New Delhi + 8 more,7 years old,
Vishay Precision Transdu...,3.9,50 Reviews,Private,Basingstoke + 2 more,,1001-5000 employees
Baskin Robbins,4.3,50 Reviews,Private,Canton + 14 more,75 years old,1-50 employees
Om Metals Infraprojects,3.9,50 Reviews,Public,New Delhi + 7 more,,1-50 employees
NIMHANS,4.6,50 Reviews,Private,Bengaluru,173 years old,501-1000 employees
Sugal & Damani,3.5,50 Reviews,Private,Gurugram + 9 more,31 years old,501-1000 employees
U.S. Polo Assn,4.2,50 Reviews,Private,New York + 20 more,,501-1000 employees
Sagar Cements,4.2,50 Reviews,Public,Hyderabad + 2 more,,
PP Rolling Mills,3.9,50 Reviews,,Faridabad + 3 more,,
Frigerio Conserva Allana...,4.0,50 Reviews,,Ghaziabad + 7 more,,5001-10000 employees
Supreme Treon,3.9,50 Reviews,,Ahmedabad + 11 more,,
Services & Trade Co. LLC,4.0,50 Reviews,,Muscat + 3 more,,
Homeocare International,3.6,50 Reviews,Private,Hyderabad + 14 more,34 years old,501-1000 employees
EVIO,3.8,50 Reviews,,Mumbai + 4 more,6 years old,51-200 employees
Sresta Natural Bioproduc...,3.9,50 Reviews,,Hyderabad + 12 more,16 years old,201-500 employees
Hero Electric,4.1,50 Reviews,,Gurgaon + 8 more,,51-200 employees
